Date/Time,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
2012-11-11 06:00:00,0.5,-2.3,81,17,25.0,102.26,Rain
2012-11-11 07:00:00,0.6,-2.1,82,22,24.1,102.3,Cloudy
2012-11-11 08:00:00,0.6,-2.0,83,20,24.1,102.34,Cloudy
2012-11-11 09:00:00,1.1,-2.0,80,20,24.1,102.29,Cloudy
2012-11-11 10:00:00,1.7,-0.6,85,17,24.1,102.31,Rain Showers
2012-11-11 11:00:00,2.9,-0.2,80,22,24.1,102.21,Rain Showers
2012-11-11 12:00:00,3.7,0.3,78,24,24.1,102.15,Mostly Cloudy
2012-11-11 13:00:00,5.5,1.4,75,17,48.3,102.11,Mainly Clear
2012-11-11 14:00:00,6.3,1.6,72,20,48.3,102.08,Clear
2012-11-11 15:00:00,7.0,1.9,70,19,48.3,102.07,Mainly Clear
2012-11-11 16:00:00,6.6,1.8,71,20,24.1,102.07,Mostly Cloudy
2012-11-11 17:00:00,4.8,1.5,79,17,25.0,102.12,Mostly Cloudy
2012-11-11 18:00:00,3.3,1.1,85,13,25.0,102.13,Mainly Clear
2012-11-11 19:00:00,1.9,0.2,88,17,25.0,102.14,Clear
2012-11-11 20:00:00,1.5,-0.1,89,15,25.0,102.15,Clear
2012-11-11 21:00:00,1.3,-0.3,89,15,25.0,102.13,Mainly Clear
2012-11-11 22:00:00,1.0,-0.5,90,13,25.0,102.07,Clear
2012-11-11 23:00:00,1.1,-0.3,90,15,25.0,102.04,Clear
2012-11-12 00:00:00,0.9,-0.3,92,19,19.3,101.99,Mainly Clear
2012-11-12 01:00:00,0.6,-0.8,90,17,25.0,101.97,Mainly Clear
2012-11-12 02:00:00,0.4,-0.7,92,15,19.3,101.98,Mainly Clear
2012-11-12 03:00:00,0.2,-0.9,92,15,19.3,101.94,Clear
2012-11-12 04:00:00,-0.3,-1.1,94,11,19.3,101.95,Clear
2012-11-12 05:00:00,-0.2,-1.2,93,11,19.3,101.91,Clear
2012-11-12 06:00:00,-0.3,-1.2,94,13,19.3,101.87,Mainly Clear
2012-11-12 07:00:00,-0.2,-1.0,94,11,16.1,101.9,Mainly Clear
2012-11-12 08:00:00,1.0,0.0,93,9,19.3,101.88,Mainly Clear
2012-11-12 09:00:00,4.2,1.8,84,7,19.3,101.83,Mainly Clear
2012-11-12 10:00:00,7.2,3.3,76,6,19.3,101.78,Mostly Cloudy
2012-11-12 11:00:00,11.8,5.3,64,6,19.3,101.71,Mostly Cloudy
2012-11-12 12:00:00,17.5,8.5,55,13,19.3,101.61,Mostly Cloudy
2012-11-12 13:00:00,16.9,8.4,57,22,24.1,101.52,Mostly Cloudy
2012-11-12 14:00:00,16.3,8.2,59,22,24.1,101.43,Cloudy
2012-11-12 15:00:00,17.0,8.4,57,20,24.1,101.33,Cloudy
2012-11-12 16:00:00,16.7,8.0,56,22,24.1,101.21,Cloudy
2012-11-12 17:00:00,17.1,7.5,53,33,25.0,101.13,Mostly Cloudy
2012-11-12 18:00:00,17.1,7.3,52,35,25.0,101.09,Mainly Clear
2012-11-12 19:00:00,17.1,7.8,54,32,25.0,100.98,Mainly Clear
2012-11-12 20:00:00,16.4,7.5,56,33,25.0,100.91,Mostly Cloudy
2012-11-12 21:00:00,15.9,7.7,58,30,25.0,100.9,Cloudy
2012-11-12 22:00:00,16.0,8.2,60,26,25.0,100.87,Cloudy
2012-11-12 23:00:00,15.6,8.9,64,24,25.0,100.84,Cloudy
2012-11-13 00:00:00,14.8,10.0,73,48,25.0,100.94,Rain
2012-11-13 01:00:00,9.1,7.4,89,37,12.9,101.25,Rain
2012-11-13 02:00:00,8.0,6.2,88,35,25.0,101.36,Rain
2012-11-13 03:00:00,7.9,5.6,85,41,25.0,101.45,Rain
2012-11-13 04:00:00,6.2,4.1,86,28,25.0,101.53,Rain
2012-11-13 05:00:00,5.6,3.4,86,30,25.0,101.6,Rain
2012-11-13 06:00:00,5.7,3.3,85,30,25.0,101.76,Cloudy
2012-11-13 07:00:00,5.4,2.3,80,30,24.1,101.78,Cloudy
2012-11-13 08:00:00,5.2,0.9,74,33,24.1,101.89,Mostly Cloudy
2012-11-13 09:00:00,4.6,-1.2,66,32,24.1,101.95,Mostly Cloudy
2012-11-13 10:00:00,4.7,-1.3,65,37,24.1,102.07,Mostly Cloudy
2012-11-13 11:00:00,4.8,-2.0,61,30,48.3,102.09,Mostly Cloudy
2012-11-13 12:00:00,6.1,-1.8,57,28,48.3,102.08,Mostly Cloudy
2012-11-13 13:00:00,5.3,-3.2,54,33,48.3,102.13,Mostly Cloudy
2012-11-13 14:00:00,5.6,-6.5,41,30,24.1,102.18,Mainly Clear
2012-11-13 15:00:00,5.4,-2.9,55,28,24.1,102.25,Mainly Clear
2012-11-13 16:00:00,4.9,-5.1,48,24,24.1,102.33,Mainly Clear
2012-11-13 17:00:00,3.7,-6.1,49,13,25.0,102.41,Clear
2012-11-13 18:00:00,2.5,-5.5,56,11,25.0,102.54,Clear
2012-11-13 19:00:00,0.8,-5.6,62,11,25.0,102.6,Clear
2012-11-13 20:00:00,-0.7,-6.0,67,9,25.0,102.68,Clear
2012-11-13 21:00:00,-1.0,-6.0,69,7,25.0,102.75,Clear
2012-11-13 22:00:00,-0.9,-5.7,70,7,25.0,102.81,Clear
2012-11-13 23:00:00,-1.5,-5.9,72,7,25.0,102.84,Clear
2012-11-14 00:00:00,-0.1,-6.0,64,4,25.0,102.91,Clear
2012-11-14 01:00:00,-0.7,-5.7,69,6,25.0,102.91,Clear
2012-11-14 02:00:00,-2.3,-6.1,75,6,25.0,102.97,Clear
2012-11-14 03:00:00,-2.4,-6.7,72,6,25.0,102.99,Clear
2012-11-14 04:00:00,-4.0,-7.0,80,4,25.0,103.01,Clear
2012-11-14 05:00:00,-4.7,-6.6,87,4,25.0,103.09,Clear
2012-11-14 06:00:00,-3.6,-6.1,83,4,25.0,103.15,Clear
2012-11-14 07:00:00,-5.2,-7.0,87,4,48.3,103.25,Clear
2012-11-14 08:00:00,-3.0,-4.9,87,4,48.3,103.29,Clear
2012-11-14 09:00:00,0.6,-3.1,76,6,24.1,103.31,Clear
2012-11-14 10:00:00,2.4,-4.3,61,2,24.1,103.34,Clear
2012-11-14 11:00:00,4.6,-5.0,50,4,24.1,103.31,Clear
2012-11-14 12:00:00,4.8,-6.4,44,7,24.1,103.25,Mainly Clear
2012-11-14 13:00:00,4.8,-6.6,43,4,48.3,103.2,Mainly Clear
2012-11-14 14:00:00,5.2,-6.2,44,6,48.3,103.15,Clear
2012-11-14 15:00:00,4.6,-7.4,41,6,48.3,103.15,Clear
2012-11-14 16:00:00,4.2,-7.4,43,6,48.3,103.16,Mainly Clear
2012-11-14 17:00:00,3.6,-7.2,45,7,24.1,103.15,Mainly Clear
2012-11-14 18:00:00,2.8,-6.3,51,7,25.0,103.16,Clear
2012-11-14 19:00:00,2.5,-5.9,54,9,25.0,103.17,Clear
2012-11-14 20:00:00,2.1,-5.8,56,11,25.0,103.18,Clear
2012-11-14 21:00:00,1.8,-6.1,56,7,25.0,103.16,Clear
2012-11-14 22:00:00,1.4,-5.7,59,13,25.0,103.15,Clear
2012-11-14 23:00:00,0.4,-6.2,61,11,25.0,103.12,Clear
2012-11-15 00:00:00,-1.4,-6.1,70,13,25.0,103.1,Clear
2012-11-15 01:00:00,-2.0,-5.1,79,9,25.0,103.06,Mainly Clear
2012-11-15 02:00:00,-2.3,-5.1,81,13,25.0,103.0,Mainly Clear
2012-11-15 03:00:00,-2.9,-5.4,83,9,25.0,103.01,Mainly Clear
2012-11-15 04:00:00,-3.6,-6.3,82,9,25.0,103.0,Clear
2012-11-15 05:00:00,-2.9,-6.0,79,13,25.0,102.94,Mainly Clear
2012-11-15 06:00:00,-3.1,-6.1,80,15,25.0,102.91,Mainly Clear
2012-11-15 07:00:00,-2.9,-5.9,80,13,24.1,102.94,Mostly Cloudy
2012-11-15 08:00:00,-2.1,-5.1,80,11,24.1,102.99,Cloudy
2012-11-15 09:00:00,-1.0,-4.8,75,19,24.1,102.93,Cloudy
2012-11-15 10:00:00,0.3,-4.6,70,15,24.1,102.84,Cloudy
2012-11-15 11:00:00,1.3,-4.8,64,11,24.1,102.79,Cloudy
2012-11-15 12:00:00,1.8,-4.7,62,15,24.1,102.73,Cloudy
2012-11-15 13:00:00,2.6,-5.6,55,13,24.1,102.65,Mostly Cloudy
2012-11-15 14:00:00,2.6,-5.5,55,11,24.1,102.59,Mostly Cloudy
2012-11-15 15:00:00,2.4,-5.8,55,13,24.1,102.55,Mainly Clear
2012-11-15 16:00:00,1.8,-5.5,58,11,24.1,102.53,Mainly Clear
2012-11-15 17:00:00,1.2,-5.9,59,9,25.0,102.53,Mainly Clear
2012-11-15 18:00:00,1.0,-5.9,60,7,25.0,102.54,Clear
2012-11-15 19:00:00,0.5,-5.8,63,7,25.0,102.51,Clear
2012-11-15 20:00:00,-0.7,-5.7,69,4,25.0,102.46,Clear
2012-11-15 21:00:00,-2.9,-6.3,77,6,25.0,102.46,Clear
2012-11-15 22:00:00,-1.7,-5.2,77,4,25.0,102.42,Clear
2012-11-15 23:00:00,-4.3,-6.3,86,6,25.0,102.44,Clear
2012-11-16 00:00:00,-3.1,-5.5,83,4,25.0,102.42,Clear
2012-11-16 01:00:00,-5.3,-6.9,88,4,19.3,102.4,Clear
2012-11-16 02:00:00,-4.5,-6.3,87,0,19.3,102.42,Clear
2012-11-16 03:00:00,-3.6,-5.1,89,0,19.3,102.4,Clear
2012-11-16 04:00:00,-6.7,-8.1,90,0,19.3,102.42,Clear
2012-11-16 05:00:00,-6.5,-7.7,91,4,19.3,102.48,Clear
2012-11-16 06:00:00,-5.4,-6.4,93,4,16.1,102.48,Mostly Cloudy
2012-11-16 07:00:00,-5.2,-6.5,91,4,16.1,102.49,Mostly Cloudy
2012-11-16 08:00:00,-3.2,-4.8,89,0,19.3,102.54,Mostly Cloudy
2012-11-16 09:00:00,0.4,-1.7,86,9,19.3,102.55,Mostly Cloudy
2012-11-16 10:00:00,2.0,-2.0,75,13,24.1,102.57,Mainly Clear
2012-11-16 11:00:00,3.1,-2.5,67,15,24.1,102.53,Mostly Cloudy
2012-11-16 12:00:00,3.9,-2.8,62,17,24.1,102.48,Mainly Clear
2012-11-16 13:00:00,4.9,-2.6,58,15,24.1,102.49,Mainly Clear
2012-11-16 14:00:00,5.3,-2.1,59,13,24.1,102.5,Mainly Clear
2012-11-16 15:00:00,5.5,-1.9,59,9,24.1,102.5,Mostly Cloudy
2012-11-16 16:00:00,4.8,-2.0,61,13,24.1,102.55,Mostly Cloudy
2012-11-16 17:00:00,4.4,-1.3,66,13,25.0,102.61,Cloudy
2012-11-16 18:00:00,4.2,-1.5,66,15,25.0,102.66,Cloudy
2012-11-16 19:00:00,3.7,-1.7,68,13,25.0,102.69,Mostly Cloudy
2012-11-16 20:00:00,3.3,-1.7,70,9,25.0,102.75,Mostly Cloudy
2012-11-16 21:00:00,0.8,-2.5,79,9,25.0,102.79,Mainly Clear
2012-11-16 22:00:00,-0.9,-3.1,85,11,25.0,102.81,Mainly Clear
2012-11-16 23:00:00,-1.5,-3.5,86,13,25.0,102.84,Mainly Clear
2012-11-17 00:00:00,-1.1,-3.5,84,9,25.0,102.9,Clear
2012-11-17 01:00:00,-1.3,-3.5,85,9,25.0,102.94,Clear
2012-11-17 02:00:00,-2.4,-4.2,87,11,25.0,103.05,Mainly Clear
2012-11-17 03:00:00,-2.0,-5.0,80,11,25.0,103.13,Clear
2012-11-17 04:00:00,-3.1,-6.5,77,17,25.0,103.17,Clear
2012-11-17 05:00:00,-2.2,-7.3,68,13,25.0,103.24,Clear
2012-11-17 06:00:00,-2.6,-8.2,65,13,25.0,103.28,Clear
2012-11-17 07:00:00,-3.2,-8.2,68,13,24.1,103.39,Mainly Clear
2012-11-17 08:00:00,-2.7,-8.2,66,15,24.1,103.47,Mainly Clear
2012-11-17 09:00:00,-2.1,-8.9,60,15,24.1,103.51,Mainly Clear
2012-11-17 10:00:00,-1.0,-8.9,55,7,48.3,103.52,Mostly Cloudy
2012-11-17 11:00:00,-0.1,-9.1,51,4,48.3,103.5,Mostly Cloudy
2012-11-17 12:00:00,1.2,-9.0,46,4,48.3,103.47,Mainly Clear
2012-11-17 13:00:00,2.3,-8.3,45,4,48.3,103.43,Mainly Clear
2012-11-17 14:00:00,2.8,-7.4,47,6,48.3,103.43,Mainly Clear
2012-11-17 15:00:00,2.4,-7.4,48,6,48.3,103.43,Mainly Clear
2012-11-17 16:00:00,2.0,-7.3,50,4,48.3,103.46,Mainly Clear
2012-11-17 17:00:00,0.9,-7.7,53,4,25.0,103.46,Clear
2012-11-17 18:00:00,-1.7,-7.9,63,4,25.0,103.5,Mainly Clear
2012-11-17 19:00:00,-2.1,-7.2,68,4,25.0,103.51,Clear
2012-11-17 20:00:00,-0.1,-7.0,60,7,25.0,103.49,Clear
2012-11-17 21:00:00,-1.4,-6.5,68,7,25.0,103.51,Clear
2012-11-17 22:00:00,-1.0,-6.3,67,7,25.0,103.54,Clear
2012-11-17 23:00:00,-1.3,-6.7,67,9,25.0,103.56,Clear
2012-11-18 00:00:00,-1.6,-6.2,71,0,25.0,103.58,Clear
2012-11-18 01:00:00,-3.2,-6.9,76,0,25.0,103.59,Clear
2012-11-18 02:00:00,-4.6,-6.9,84,0,25.0,103.63,Clear
2012-11-18 03:00:00,-3.9,-6.1,85,7,25.0,103.61,Clear
2012-11-18 04:00:00,-4.8,-6.9,85,7,25.0,103.59,Clear
2012-11-18 05:00:00,-5.0,-7.4,83,7,25.0,103.61,Clear
2012-11-18 06:00:00,-5.4,-7.4,86,9,25.0,103.59,Mainly Clear
2012-11-18 07:00:00,-6.4,-8.4,86,9,24.1,103.63,Mostly Cloudy
2012-11-18 08:00:00,-4.5,-6.4,87,7,24.1,103.65,Cloudy
2012-11-18 09:00:00,-2.4,-5.4,80,9,24.1,103.65,Cloudy
2012-11-18 10:00:00,-0.5,-6.8,62,7,24.1,103.65,Mostly Cloudy
2012-11-18 11:00:00,1.9,-6.5,54,7,48.3,103.59,Mostly Cloudy
2012-11-18 12:00:00,4.1,-10.1,35,4,48.3,103.51,Mostly Cloudy
2012-11-18 13:00:00,4.0,-11.6,31,6,48.3,103.46,Mostly Cloudy
2012-11-18 14:00:00,4.5,-10.6,32,7,48.3,103.39,Mostly Cloudy
2012-11-18 15:00:00,4.5,-11.9,29,9,48.3,103.38,Mostly Cloudy
2012-11-18 16:00:00,2.7,-9.3,41,9,24.1,103.36,Mostly Cloudy
2012-11-18 17:00:00,1.5,-8.5,47,9,25.0,103.36,Mostly Cloudy
2012-11-18 18:00:00,2.6,-7.5,47,9,25.0,103.36,Mostly Cloudy
2012-11-18 19:00:00,1.1,-7.0,55,4,25.0,103.36,Mostly Cloudy
2012-11-18 20:00:00,-1.8,-6.8,69,6,25.0,103.3,Mostly Cloudy
2012-11-18 21:00:00,-0.6,-7.1,61,11,25.0,103.27,Mainly Clear
2012-11-18 22:00:00,-1.3,-6.9,66,11,25.0,103.25,Cloudy
2012-11-18 23:00:00,-2.1,-6.0,75,11,25.0,103.22,Cloudy
2012-11-19 00:00:00,-1.8,-5.7,75,7,25.0,103.2,Mostly Cloudy
2012-11-19 01:00:00,-2.4,-5.9,77,6,25.0,103.15,Cloudy
2012-11-19 02:00:00,-3.1,-6.4,78,13,25.0,103.11,Mostly Cloudy
2012-11-19 03:00:00,-3.6,-6.9,78,9,25.0,103.11,Mostly Cloudy
2012-11-19 04:00:00,-3.7,-6.9,78,6,25.0,103.05,Mostly Cloudy
2012-11-19 05:00:00,-4.0,-7.1,79,9,25.0,103.03,Mainly Clear
2012-11-19 06:00:00,-4.3,-7.0,81,7,25.0,103.01,Clear
2012-11-19 07:00:00,-4.6,-7.1,83,9,16.1,102.99,Clear
2012-11-19 08:00:00,-2.8,-5.9,79,11,24.1,102.99,Mainly Clear
2012-11-19 09:00:00,-0.5,-4.5,74,7,24.1,102.92,Clear
2012-11-19 10:00:00,1.3,-3.4,71,7,19.3,102.9,Mainly Clear
2012-11-19 11:00:00,2.4,-3.4,65,6,24.1,102.83,Mainly Clear
2012-11-19 12:00:00,4.9,-2.7,58,4,24.1,102.72,Clear
2012-11-19 13:00:00,4.9,-0.4,69,6,19.3,102.64,Mainly Clear
2012-11-19 14:00:00,5.9,-0.9,62,6,19.3,102.54,Mainly Clear
2012-11-19 15:00:00,6.2,-1.2,59,4,24.1,102.5,Mainly Clear
2012-11-19 16:00:00,3.7,-2.0,66,6,24.1,102.45,Mainly Clear
2012-11-19 17:00:00,3.0,-1.5,72,4,25.0,102.42,Clear
2012-11-19 18:00:00,1.1,-1.9,80,4,19.3,102.39,Mainly Clear
2012-11-19 19:00:00,0.1,-2.9,80,4,25.0,102.33,Mainly Clear
2012-11-19 20:00:00,-1.4,-3.6,85,6,25.0,102.29,Clear
2012-11-19 21:00:00,-2.5,-3.8,91,4,19.3,102.23,Mainly Clear
2012-11-19 22:00:00,-3.3,-4.3,93,6,12.9,102.21,Clear
2012-11-19 23:00:00,-0.7,-2.2,90,6,9.7,102.16,Fog
2012-11-20 00:00:00,-3.3,-4.5,91,7,9.7,102.12,Fog
2012-11-20 01:00:00,-3.6,-4.3,95,7,9.7,102.08,Fog
2012-11-20 02:00:00,-1.8,-3.5,88,6,8.0,102.08,Fog
2012-11-20 03:00:00,-3.6,-4.5,93,6,9.7,102.08,Fog
2012-11-20 04:00:00,-2.9,-4.5,89,6,6.4,102.02,Fog
2012-11-20 05:00:00,-2.9,-4.5,89,6,6.4,102.0,Fog
2012-11-20 06:00:00,-2.9,-4.8,87,6,6.4,102.01,Fog
2012-11-20 07:00:00,-3.4,-5.2,87,7,4.8,102.02,Fog
2012-11-20 08:00:00,-2.0,-4.4,84,9,9.7,102.03,Haze
2012-11-20 09:00:00,-0.7,-3.6,81,6,9.7,102.01,Haze
2012-11-20 10:00:00,1.9,-1.9,76,9,12.9,102.0,Mostly Cloudy
2012-11-20 11:00:00,3.0,-2.2,69,6,11.3,101.96,Cloudy
2012-11-20 12:00:00,4.6,-1.9,63,2,11.3,101.88,Cloudy
2012-11-20 13:00:00,5.5,-1.0,63,4,11.3,101.83,Mostly Cloudy
2012-11-20 14:00:00,5.8,-1.6,59,6,12.9,101.77,Mostly Cloudy
2012-11-20 15:00:00,5.9,-1.5,59,11,16.1,101.77,Cloudy
2012-11-20 16:00:00,5.6,-1.6,60,6,16.1,101.78,Cloudy
2012-11-20 17:00:00,4.2,-0.4,72,7,16.1,101.79,Cloudy
2012-11-20 18:00:00,2.4,-0.9,79,6,19.3,101.82,Mostly Cloudy
2012-11-20 19:00:00,1.9,-1.1,80,7,16.1,101.85,Mostly Cloudy
2012-11-20 20:00:00,3.4,-2.0,68,9,19.3,101.86,Mostly Cloudy
2012-11-20 21:00:00,1.9,-2.5,73,9,25.0,101.84,Mostly Cloudy
2012-11-20 22:00:00,1.9,-2.3,74,7,25.0,101.81,Mostly Cloudy
2012-11-20 23:00:00,2.0,-2.3,73,9,25.0,101.83,Mostly Cloudy
2012-11-21 00:00:00,3.1,-2.1,69,6,25.0,101.8,Mostly Cloudy
2012-11-21 01:00:00,0.6,-2.3,81,6,25.0,101.82,Mostly Cloudy
2012-11-21 02:00:00,0.4,-2.5,81,7,25.0,101.82,Mainly Clear
2012-11-21 03:00:00,-0.7,-3.3,83,9,25.0,101.83,Mainly Clear
2012-11-21 04:00:00,-1.9,-3.7,87,9,25.0,101.85,Mainly Clear
2012-11-21 05:00:00,-1.4,-3.4,86,11,25.0,101.86,Mostly Cloudy
2012-11-21 06:00:00,-1.6,-3.6,86,4,12.9,101.92,Mostly Cloudy
2012-11-21 07:00:00,-0.1,-2.8,82,11,9.7,102.0,Haze
2012-11-21 08:00:00,0.4,-2.2,83,7,12.9,102.01,Mostly Cloudy
2012-11-21 09:00:00,2.9,-1.6,72,7,16.1,102.01,Mostly Cloudy
2012-11-21 10:00:00,5.2,-1.5,62,4,19.3,101.98,Mainly Clear
2012-11-21 11:00:00,6.3,-0.3,63,4,19.3,101.93,Mainly Clear
2012-11-21 12:00:00,7.2,-0.4,58,6,19.3,101.89,Mainly Clear
2012-11-21 13:00:00,7.4,-0.6,57,7,19.3,101.89,Mainly Clear
2012-11-21 14:00:00,8.3,-1.6,50,4,19.3,101.86,Mainly Clear
2012-11-21 15:00:00,8.2,-2.1,48,4,19.3,101.87,Mainly Clear
2012-11-21 16:00:00,5.5,-1.5,61,7,24.1,101.86,Mainly Clear
2012-11-21 17:00:00,2.8,-2.0,71,7,25.0,101.85,Mainly Clear
2012-11-21 18:00:00,2.1,-1.0,80,6,25.0,101.89,Mainly Clear
2012-11-21 19:00:00,2.5,-0.8,79,4,25.0,101.89,Mainly Clear
2012-11-21 20:00:00,1.4,-0.9,85,6,25.0,101.9,Mostly Cloudy
2012-11-21 21:00:00,2.2,-0.5,82,6,25.0,101.88,Mainly Clear
2012-11-21 22:00:00,0.9,-1.4,85,4,19.3,101.88,Mostly Cloudy
2012-11-21 23:00:00,1.0,-0.7,88,4,19.3,101.86,Mainly Clear
2012-11-22 00:00:00,1.3,0.4,94,4,16.1,101.87,Mainly Clear
2012-11-22 01:00:00,1.5,0.6,94,6,16.1,101.83,Clear
2012-11-22 02:00:00,1.3,-0.1,90,4,16.1,101.85,Clear
2012-11-22 03:00:00,1.1,-0.9,86,4,16.1,101.86,Clear
2012-11-22 04:00:00,-0.9,-2.3,90,4,12.9,101.84,Clear
2012-11-22 05:00:00,-1.4,-3.3,87,6,16.1,101.85,Clear
2012-11-22 06:00:00,-0.3,-2.6,84,9,19.3,101.84,Clear
2012-11-22 07:00:00,0.8,-2.6,78,4,24.1,101.85,Mainly Clear
2012-11-22 08:00:00,1.7,-1.9,77,4,24.1,101.87,Mainly Clear
2012-11-22 09:00:00,3.3,-0.8,74,6,24.1,101.81,Clear
2012-11-22 10:00:00,6.4,-1.2,58,0,24.1,101.8,Clear
2012-11-22 11:00:00,8.4,-0.8,52,6,24.1,101.72,Mainly Clear
2012-11-22 12:00:00,10.8,-1.5,42,13,24.1,101.6,Mainly Clear
2012-11-22 13:00:00,11.6,-3.2,35,13,24.1,101.52,Mainly Clear
2012-11-22 14:00:00,12.1,-2.6,36,9,24.1,101.45,Mainly Clear
2012-11-22 15:00:00,10.7,-1.2,44,15,24.1,101.39,Mainly Clear
2012-11-22 16:00:00,9.2,0.4,54,15,24.1,101.37,Mainly Clear
2012-11-22 17:00:00,7.1,0.1,61,15,25.0,101.35,Mainly Clear
2012-11-22 18:00:00,6.9,0.5,64,15,25.0,101.34,Mainly Clear
2012-11-22 19:00:00,6.3,0.6,67,6,25.0,101.3,Mainly Clear
2012-11-22 20:00:00,5.9,0.4,68,7,25.0,101.28,Mainly Clear
2012-11-22 21:00:00,5.6,0.8,71,17,25.0,101.24,Mainly Clear
2012-11-22 22:00:00,3.4,-0.9,73,13,25.0,101.16,Mainly Clear
2012-11-22 23:00:00,4.4,-1.3,66,11,25.0,101.11,Mainly Clear
2012-11-23 00:00:00,4.5,-1.5,65,15,25.0,101.06,Clear
2012-11-23 01:00:00,2.7,-1.0,77,17,25.0,100.96,Mainly Clear
2012-11-23 02:00:00,2.6,-1.3,75,11,25.0,100.96,Mainly Clear
2012-11-23 03:00:00,2.8,-2.2,70,6,25.0,100.9,Mainly Clear
2012-11-23 04:00:00,1.2,-2.5,76,11,25.0,100.79,Mainly Clear
2012-11-23 05:00:00,2.5,-2.4,70,11,25.0,100.69,Mostly Cloudy
2012-11-23 06:00:00,3.7,-2.1,66,13,25.0,100.61,Mostly Cloudy
2012-11-23 07:00:00,4.1,-1.5,67,13,48.3,100.54,Mostly Cloudy
2012-11-23 08:00:00,4.3,-1.1,68,17,48.3,100.47,Cloudy
2012-11-23 09:00:00,6.2,-1.2,59,20,48.3,100.34,Mostly Cloudy
2012-11-23 10:00:00,8.2,0.3,57,17,24.1,100.25,Mostly Cloudy
2012-11-23 11:00:00,10.4,0.4,50,24,24.1,100.11,Mostly Cloudy
2012-11-23 12:00:00,12.1,1.5,48,22,24.1,99.93,Mostly Cloudy
2012-11-23 13:00:00,10.9,1.3,51,24,48.3,99.8,Cloudy
2012-11-23 14:00:00,10.4,1.5,54,24,48.3,99.71,Cloudy
2012-11-23 15:00:00,10.4,2.5,58,17,16.1,99.79,Rain
2012-11-23 16:00:00,9.2,6.4,83,30,12.9,99.83,Rain
2012-11-23 17:00:00,8.8,6.8,87,22,16.1,99.78,Rain
2012-11-23 18:00:00,8.6,7.0,90,19,25.0,99.73,Cloudy
2012-11-23 19:00:00,8.7,6.6,87,20,25.0,99.7,Mostly Cloudy
2012-11-23 20:00:00,10.0,5.4,73,39,25.0,99.71,Cloudy
2012-11-23 21:00:00,9.3,4.1,70,39,25.0,99.72,Cloudy
2012-11-23 22:00:00,8.6,3.0,68,26,25.0,99.7,Rain Showers
2012-11-23 23:00:00,7.9,1.6,64,26,25.0,99.65,Cloudy
2012-11-24 00:00:00,7.5,0.4,61,19,25.0,99.59,Cloudy
2012-11-24 01:00:00,5.3,2.3,81,32,25.0,99.6,Rain Showers
2012-11-24 02:00:00,5.1,2.1,81,30,25.0,99.61,Rain Showers
2012-11-24 03:00:00,4.6,-0.6,69,28,25.0,99.59,Cloudy
2012-11-24 04:00:00,4.1,-2.2,63,37,25.0,99.56,Mostly Cloudy
2012-11-24 05:00:00,3.0,-1.9,70,35,25.0,99.57,Mainly Clear
2012-11-24 06:00:00,2.8,-1.8,72,28,25.0,99.58,Mostly Cloudy
2012-11-24 07:00:00,2.6,-1.7,73,32,25.0,99.54,Mostly Cloudy
2012-11-24 08:00:00,2.2,-2.0,74,30,25.0,99.57,Mostly Cloudy
2012-11-24 09:00:00,1.6,-0.9,83,33,24.1,99.58,Rain Showers
2012-11-24 10:00:00,1.8,-2.5,73,30,24.1,99.62,Snow Showers
2012-11-24 11:00:00,1.6,-3.7,68,33,24.1,99.6,Snow Showers
2012-11-24 12:00:00,1.8,-5.0,61,30,24.1,99.6,Snow Showers
2012-11-24 13:00:00,1.5,-7.4,52,37,24.1,99.64,Cloudy
2012-11-24 14:00:00,1.3,-6.3,57,39,24.1,99.65,Mostly Cloudy
2012-11-24 15:00:00,0.7,-6.4,59,35,2.4,99.7,Snow Pellets
2012-11-24 16:00:00,-0.5,-5.1,71,28,24.1,99.74,Mostly Cloudy
2012-11-24 17:00:00,-0.6,-5.3,70,37,12.9,99.81,Snow Showers
2012-11-24 18:00:00,-0.4,-5.5,68,28,25.0,99.85,Snow Showers
2012-11-24 19:00:00,-0.9,-5.0,74,22,19.3,99.9,Snow Showers
2012-11-24 20:00:00,-0.9,-5.8,69,32,25.0,99.92,Cloudy
2012-11-24 21:00:00,-1.5,-7.8,62,28,25.0,99.96,Mostly Cloudy
2012-11-24 22:00:00,-1.8,-8.3,61,24,25.0,100.0,Mostly Cloudy
2012-11-24 23:00:00,-2.1,-8.8,60,32,25.0,100.0,Mostly Cloudy
2012-11-25 00:00:00,-2.6,-9.0,61,30,25.0,100.04,Mostly Cloudy
2012-11-25 01:00:00,-2.9,-9.3,61,26,25.0,100.08,Mainly Clear
2012-11-25 02:00:00,-3.3,-9.4,63,33,25.0,100.15,Clear
2012-11-25 03:00:00,-3.6,-9.8,62,26,25.0,100.19,Mainly Clear
2012-11-25 04:00:00,-4.1,-9.3,67,30,25.0,100.2,Mainly Clear
2012-11-25 05:00:00,-4.3,-10.0,64,32,25.0,100.25,Mainly Clear
2012-11-25 06:00:00,-4.3,-9.7,66,28,25.0,100.26,Mainly Clear
2012-11-25 07:00:00,-4.8,-9.5,70,26,25.0,100.27,Mainly Clear
